"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"4684",2002362392,2.5,2002-08-28,42.343328,-8.501427,"Pontevedra","FORNELOS DE MONTES","causa desconocida","0","0",1.15,1.15,27,3,"10K-100K",2721,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4685",2002362393,1.6,2002-08-28,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.4,1.4,22,2,"1K-10K",3675,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4686",2002362415,10,2002-08-28,42.314666,-8.46446,"Pontevedra","FORNELOS DE MONTES","intencionado","0","0",3.3,3.3,28,0,"10K-100K",0,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4687",2002362416,1,2002-08-28,42.685731,-8.274279,"Pontevedra","SILLEDA","intencionado","0","0",1.48,1.48,8,1,"1K-10K",702,"Entre 100-125",21.7,"0",16.6,26.8,"2-4 m/s",11.4,11.1,"Q3","agosto","2002","NE",4
"4689",2002362459,5,2002-08-29,42.531248,-8.318201,"Pontevedra","FORCAREI","fuego reproducido","0","0",2.3,2.3,23,5,"1K-10K",329,"Entre 100-125",21.4,"0",13.2,29.7,"2-4 m/s",7.5,11.3,"Q3","agosto","2002","NE",2.29999999999995
"4690",2002362462,1.5,2002-08-29,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.3,1.3,24,2,"10K-100K",3563,"Entre 100-125",21.4,"0",13.2,29.7,"2-4 m/s",7.5,11.3,"Q3","agosto","2002","NE",2.29999999999995
"4691",2002362477,6.2,2002-08-29,42.258116,-8.474287,"Pontevedra","MONDARIZ","intencionado","0","0",3.1,3.1,22,6,"10K-100K",3406,"Entre 100-125",21.4,"0",13.2,29.7,"2-4 m/s",7.5,11.3,"Q3","agosto","2002","NE",2.29999999999995
"4692",2002362482,2.5,2002-08-29,42.684165,-7.912517,"Pontevedra","RODEIRO","intencionado","0","0",2.1,2.1,19,3,"10K-100K",0,"Entre 100-125",21.4,"0",13.2,29.7,"2-4 m/s",7.5,11.3,"Q3","agosto","2002","NE",2.29999999999995
"4693",2002362483,1.1,2002-08-29,42.592953,-8.376277,"Pontevedra","FORCAREI","intencionado","0","0",1.18,1.18,10,2,"1K-10K",0,"Entre 100-125",21.4,"0",13.2,29.7,"2-4 m/s",7.5,11.3,"Q3","agosto","2002","NE",2.29999999999995
"4696",2002362527,2,2002-08-30,42.800363,-8.126217,"Pontevedra","VILA DE CRUCES","intencionado","0","0",3.5,3.5,26,6,"10K-100K",3369,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4699",2002362546,2,2002-08-30,42.561472,-8.020246,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",2.2,2.2,6,2,"1K-10K",0,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4701",2002362550,2,2002-08-30,42.600909,-8.021384,"Pontevedra","DOZ√É‚ÄúN","fuego reproducido","0","0",1.27,1.27,5,1,"1K-10K",0,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4703",2002362557,4.8,2002-08-30,42.314666,-8.46446,"Pontevedra","FORNELOS DE MONTES","causa desconocida","0","0",3.35,3.35,22,0,"1K-10K",3245,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4704",2002362559,4,2002-08-30,42.084188,-8.592254,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",1.2,1.2,37,4,"10K-100K",7989,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4705",2002362561,1.31,2002-08-30,42.591461,-8.595948,"Pontevedra","MORA√É‚ÄòA","intencionado","0","0",2.1,2.1,13,2,"1K-10K",3635,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4706",2002362568,4.7,2002-08-30,42.183247,-8.429061,"Pontevedra","PONTEAREAS","intencionado","0","0",2.43,2.43,32,5,"10K-100K",10168,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4708",2002362572,4,2002-08-30,42.541125,-8.353642,"Pontevedra","CERDEDO","intencionado","0","0",3.58,3.58,11,1,"1K-10K",2869,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4709",2002362575,3.3,2002-08-30,42.183247,-8.429061,"Pontevedra","PONTEAREAS","intencionado","0","0",1.43,1.43,10,3,"10K-100K",5789,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4710",2002362578,3.1,2002-08-30,42.224092,-8.472533,"Pontevedra","MONDARIZ-BALNEARIO","intencionado","0","0",2.55,2.55,20,4,"10K-100K",0,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4711",2002362582,2.15,2002-08-30,42.548219,-8.637321,"Pontevedra","BARRO","intencionado","0","0",1.39,1.39,10,4,"10K-100K",8549,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4714",2002362589,1,2002-08-30,42.222045,-8.375276,"Pontevedra","COVELO","intencionado","0","0",1.25,1.25,13,1,"10K-100K",0,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4717",2002362610,3,2002-08-30,42.707353,-7.91149,"Pontevedra","RODEIRO","intencionado","0","0",2.15,2.15,16,5,"10K-100K",0,"Entre 100-125",21.5,"0",15,28,"< 2 m/s",8.3,11.3,"Q3","agosto","2002","NE",2.80000000000007
"4718",2002362630,1.5,2002-08-31,42.580803,-8.761346,"Pontevedra","VILAGARC√É¬çA DE AROUSA","fuego reproducido","0","0",2.4,2.4,12,2,"1K-10K",2011,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4721",2002362650,4.4,2002-08-31,42.592953,-8.376277,"Pontevedra","FORCAREI","intencionado","0","0",1.45,1.45,16,3,"10K-100K",761,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4722",2002362652,2.4,2002-08-31,42.197139,-8.420869,"Pontevedra","MONDARIZ","intencionado","0","0",2.05,2.05,9,2,"10K-100K",541,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4723",2002362656,4,2002-08-31,42.487016,-8.539699,"Pontevedra","COTOBADE","intencionado","0","0",2.45,2.45,13,5,"10K-100K",8728,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4725",2002362664,2.2,2002-08-31,42.541125,-8.353642,"Pontevedra","CERDEDO","intencionado","0","0",3.4,3.4,1,0,"1K-10K",0,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4726",2002362665,1,2002-08-31,42.826864,-8.058971,"Pontevedra","AGOLADA","intencionado","0","0",1.1,1.1,16,1,"1K-10K",1122,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4729",2002362677,5,2002-08-31,42.684165,-7.912517,"Pontevedra","RODEIRO","intencionado","0","0",4.1,4.1,2,0,"1K-10K",0,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4731",2002362681,8,2002-08-31,42.612878,-7.922171,"Pontevedra","RODEIRO","intencionado","0","0",2.55,2.55,9,1,"1K-10K",0,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4733",2002362687,1,2002-08-31,42.507269,-8.474541,"Pontevedra","COTOBADE","intencionado","0","0",1.45,1.45,21,2,"10K-100K",1758,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4734",2002362693,1.5,2002-08-31,42.43977,-8.720785,"Pontevedra","POIO","intencionado","0","0",2.1,2.1,15,2,"10K-100K",2676,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4736",2002362700,1.5,2002-08-31,42.143019,-8.729524,"Pontevedra","GONDOMAR","intencionado","0","0",3.05,3.05,24,1,"1K-10K",990,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4737",2002362705,4.5,2002-08-31,42.094974,-8.731493,"Pontevedra","GONDOMAR","causa desconocida","0","0",3.55,3.55,36,3,"10K-100K",8137,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4738",2002362714,7.8,2002-08-31,42.197139,-8.420869,"Pontevedra","MONDARIZ","intencionado","0","0",3.35,3.35,14,3,"10K-100K",10657,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4739",2002362717,3,2002-08-31,42.619115,-8.770784,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",2.55,2.55,16,5,"10K-100K",7789,"Entre 100-125",22,"0",14.8,29.2,"4-6 m/s",14.4,10.4,"Q3","agosto","2002","NW",1.5
"4741",2002362728,4.5,2002-09-01,42.155562,-8.486345,"Pontevedra","PONTEAREAS","intencionado","0","0",3.25,3.25,14,3,"10K-100K",2576,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4742",2002362731,1,2002-09-01,42.661757,-8.602985,"Pontevedra","CUNTIS","intencionado","0","0",2.45,2.45,25,2,"1K-10K",603,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4743",2002362754,1.5,2002-09-01,42.820141,-8.088481,"Pontevedra","AGOLADA","intencionado","0","0",1.1,1.1,6,1,"1K-10K",2710,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4744",2002362755,4.5,2002-09-01,42.820141,-8.088481,"Pontevedra","AGOLADA","intencionado","0","0",1.35,1.35,11,2,"10K-100K",492,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4749",2002362794,3,2002-09-01,42.66826,-7.906754,"Pontevedra","RODEIRO","intencionado","0","0",2.5,2.5,11,2,"1K-10K",0,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4751",2002362803,1.5,2002-09-01,42.585928,-8.664488,"Pontevedra","PORTAS","intencionado","0","0",1.4,1.4,10,1,"1K-10K",5209,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4753",2002362824,4,2002-09-01,42.541125,-8.353642,"Pontevedra","CERDEDO","intencionado","0","0",1.25,1.25,23,4,"10K-100K",5988,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4754",2002362828,1.7,2002-09-01,42.157918,-8.463896,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",4.1,4.1,14,2,"1K-10K",2880,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4756",2002362845,8.8,2002-09-01,42.588913,-8.013979,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",3.35,3.35,6,2,"1K-10K",0,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4758",2002362849,1.5,2002-09-01,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",1.35,1.35,11,1,"1K-10K",0,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4759",2002362850,3.27,2002-09-01,42.666571,-8.185153,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.03,2.03,6,1,"1K-10K",2800,"Entre 100-125",22.8,"0",14.4,31.2,"< 2 m/s",5,11.5,"Q3","septiembre","2002","E",4.60000000000002
"4762",2002362862,5,2002-09-02,42.592953,-8.376277,"Pontevedra","FORCAREI","intencionado","0","0",3.2,3.2,6,1,"1K-10K",951,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4763",2002362870,2.2,2002-09-02,42.541125,-8.353642,"Pontevedra","CERDEDO","intencionado","0","0",3.05,3.05,16,2,"1K-10K",4346,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4764",2002362872,1.55,2002-09-02,42.666571,-8.185153,"Pontevedra","LAL√É¬çN","intencionado","0","0",3.25,3.25,8,1,"1K-10K",1265,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4766",2002362882,2.3,2002-09-02,42.637546,-7.984414,"Pontevedra","RODEIRO","intencionado","0","0",3.03,3.03,12,2,"10K-100K",652,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4767",2002362893,1.2,2002-09-02,42.222111,-8.195013,"Pontevedra","CRECENTE","intencionado","0","0",2.55,2.55,16,7,"10K-100K",3328,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4772",2002362905,1.2,2002-09-02,42.010838,-8.71436,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",3.05,3.05,12,2,"1K-10K",5487,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4773",2002362907,1,2002-09-02,42.564014,-8.455145,"Pontevedra","CERDEDO","intencionado","0","0",3.5,3.5,14,1,"10K-100K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4774",2002362911,1.95,2002-09-02,42.666571,-8.185153,"Pontevedra","LAL√É¬çN","fuego reproducido","0","0",1.2,1.2,4,1,"1K-10K",2220,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4776",2002362916,1,2002-09-02,42.592953,-8.376277,"Pontevedra","FORCAREI","intencionado","0","0",3.4,3.4,11,1,"1K-10K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4777",2002362917,1.5,2002-09-02,42.676709,-8.048169,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.35,1.35,11,3,"1K-10K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4780",2002362926,2.6,2002-09-02,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",0.3,0.3,10,0,"1K-10K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4781",2002362927,1.5,2002-09-02,42.487016,-8.539699,"Pontevedra","COTOBADE","intencionado","0","0",1.15,1.15,6,1,"1K-10K",1781,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4782",2002362929,1.5,2002-09-02,42.171497,-8.44447,"Pontevedra","PONTEAREAS","intencionado","0","0",1.05,1.05,9,2,"1K-10K",1399,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4784",2002362935,1.5,2002-09-02,42.394516,-8.564943,"Pontevedra","PONTE CALDELAS","intencionado","0","0",2.1,2.1,36,1,"1K-10K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4786",2002362944,8.8,2002-09-02,42.588913,-8.013979,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",2.05,2.05,6,1,"1K-10K",0,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4788",2002362951,2.3,2002-09-02,42.11915,-8.71033,"Pontevedra","GONDOMAR","intencionado","0","0",2.25,2.25,27,3,"10K-100K",505,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4789",2002362970,1.5,2002-09-02,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",1.43,1.43,11,2,"1K-10K",1780,"Entre 100-125",22,"0",16.9,27,"2-4 m/s",6.9,5,"Q3","septiembre","2002","E",2
"4790",2002362988,1,2002-09-03,42.153756,-8.503692,"Pontevedra","PONTEAREAS","intencionado","0","0",1.25,1.25,16,1,"1K-10K",2524,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4791",2002362997,1,2002-09-03,42.08508,-8.853411,"Pontevedra","BAIONA","intencionado","0","0",0.1,0.1,6,1,"1K-10K",4100,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4794",2002363003,3.5,2002-09-03,42.147953,-8.306705,"Pontevedra","ARBO","fuego reproducido","0","0",1.57,1.57,12,3,"10K-100K",1504,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4796",2002363010,4,2002-09-03,42.235031,-8.3508,"Pontevedra","COVELO","intencionado","0","0",3.45,3.45,10,1,"1K-10K",0,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4798",2002363016,1.8,2002-09-03,42.314666,-8.46446,"Pontevedra","FORNELOS DE MONTES","intencionado","0","0",2.55,2.55,6,1,"1K-10K",216,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4799",2002363025,1,2002-09-03,42.507455,-8.568677,"Pontevedra","CAMPO LAMEIRO","intencionado","0","0",1.2,1.2,17,1,"1K-10K",0,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4801",2002363043,3.2,2002-09-03,42.639653,-8.33107,"Pontevedra","FORCAREI","intencionado","0","0",3.15,3.15,10,1,"1K-10K",0,"Entre 100-125",17.5,"0",14,21,"< 2 m/s",10,0,"Q3","septiembre","2002","SW",3.60000000000002
"4803",2002363068,1.5,2002-09-04,42.65635,-8.034448,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.3,1.3,11,2,"1K-10K",0,"Entre 100-125",16.4,"1",14.6,18.2,"< 2 m/s",6.4,0.8,"Q3","septiembre","2002","S",2.69999999999993
"4804",2002363112,1.3,2002-09-06,42.561472,-8.020246,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.25,1.25,11,1,"1K-10K",0,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4805",2002363113,2.3,2002-09-06,42.651375,-8.365324,"Pontevedra","FORCAREI","intencionado","0","0",1.05,1.05,19,2,"10K-100K",0,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4806",2002363121,8,2002-09-06,42.753082,-8.210183,"Pontevedra","LAL√É¬çN","intencionado","0","0",3.35,3.35,42,7,"10K-100K",17665,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4807",2002363122,1,2002-09-06,42.658293,-8.181015,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.05,1.05,9,1,"1K-10K",4111,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4808",2002363129,2.5,2002-09-06,42.686601,-8.090839,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.1,1.1,20,6,"10K-100K",8849,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4809",2002363136,10,2002-09-06,42.731714,-8.081263,"Pontevedra","LAL√É¬çN","intencionado","0","0",3.4,3.4,25,5,"10K-100K",48087,"Entre 100-125",15.9,"1",10.3,21.5,"< 2 m/s",5.8,10.6,"Q3","septiembre","2002","S",2.5
"4810",2002363162,7,2002-09-11,42.731714,-8.081263,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.33,1.33,30,7,"10K-100K",4797,"Entre 100-125",20,"0",12.5,27.6,"< 2 m/s",6.1,11.8,"Q3","septiembre","2002","NE",3
"4811",2002363172,2,2002-09-11,42.727148,-7.90969,"Pontevedra","RODEIRO","intencionado","0","0",2.35,2.35,21,4,"10K-100K",0,"Entre 100-125",20,"0",12.5,27.6,"< 2 m/s",6.1,11.8,"Q3","septiembre","2002","NE",3
"4812",2002363178,1.5,2002-09-12,42.32033,-8.606668,"Pontevedra","REDONDELA","intencionado","0","0",0.5,0.5,21,3,"10K-100K",3823,"Entre 100-125",18.9,"0",13.5,24.3,"< 2 m/s",10.8,4.9,"Q3","septiembre","2002","E",2.89999999999998
"4813",2002363191,1.2,2002-09-13,42.268702,-8.422458,"Pontevedra","MONDARIZ","intencionado","0","0",1.15,1.15,20,3,"10K-100K",0,"Entre 100-125",20.6,"0",16.1,25,"< 2 m/s",5.6,7.8,"Q3","septiembre","2002","W",3.60000000000002
"4814",2002363208,5,2002-09-13,42.710959,-7.875513,"Pontevedra","RODEIRO","intencionado","0","0",3.25,3.25,17,3,"10K-100K",0,"Entre 100-125",20.6,"0",16.1,25,"< 2 m/s",5.6,7.8,"Q3","septiembre","2002","W",3.60000000000002
"4815",2002363211,6.8,2002-09-14,42.632509,-8.291668,"Pontevedra","FORCAREI","intencionado","0","0",2.5,2.5,21,4,"> 100K",0,"Entre 100-125",20.5,"1",16,25,"< 2 m/s",4.7,1.7,"Q3","septiembre","2002","S",3.20000000000005
"4816",2002363218,6,2002-09-14,42.710959,-7.875513,"Pontevedra","RODEIRO","negligencia","0","0",1.55,1.55,24,4,"10K-100K",367,"Entre 100-125",20.5,"1",16,25,"< 2 m/s",4.7,1.7,"Q3","septiembre","2002","S",3.20000000000005
"4817",2002363221,1.1,2002-09-14,42.282058,-8.442433,"Pontevedra","MONDARIZ","intencionado","0","0",1.2,1.2,14,2,"10K-100K",0,"Entre 100-125",20.5,"1",16,25,"< 2 m/s",4.7,1.7,"Q3","septiembre","2002","S",3.20000000000005
"4820",2002363272,1.1,2002-09-29,42.655202,-8.268522,"Pontevedra","SILLEDA","intencionado","0","0",1.05,1.05,17,2,"1K-10K",0,"Entre 100-125",20.4,"0",16.6,24.2,"< 2 m/s",5.3,1.9,"Q3","septiembre","2002","NE",1.60000000000002
"4822",2002363294,2,2002-10-04,42.745913,-8.063104,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.25,1.25,13,2,"1K-10K",2295,"Entre 100-125",21,"0",14.3,27.7,"< 2 m/s",5.3,10.4,"Q4","octubre","2002","NE",2
"4824",2002363320,2.4,2002-10-06,42.795411,-8.047269,"Pontevedra","AGOLADA","intencionado","0","0",3.45,3.45,14,2,"10K-100K",654,"Entre 100-125",19.4,"0",14.1,24.6,"< 2 m/s",5.8,9.5,"Q4","octubre","2002","E",5.40000000000009
"4825",2002363322,5.5,2002-10-06,42.218675,-8.59322,"Pontevedra","MOS","causa desconocida","0","0",2.15,2.15,33,2,"1K-10K",8256,"Entre 100-125",19.4,"0",14.1,24.6,"< 2 m/s",5.8,9.5,"Q4","octubre","2002","E",5.40000000000009
"4826",2002363323,3.1,2002-10-06,42.702499,-8.658989,"Pontevedra","VALGA","intencionado","0","0",2.25,2.25,23,4,"10K-100K",2879,"Entre 100-125",19.4,"0",14.1,24.6,"< 2 m/s",5.8,9.5,"Q4","octubre","2002","E",5.40000000000009
"4827",2002363325,7,2002-10-06,42.195671,-8.565752,"Pontevedra","PONTEAREAS","intencionado","0","0",2.05,2.05,38,3,"10K-100K",4269,"Entre 100-125",19.4,"0",14.1,24.6,"< 2 m/s",5.8,9.5,"Q4","octubre","2002","E",5.40000000000009
"4829",2003150003,2.05,2003-01-17,42.988479,-9.238336,"A CoruÒa","CEE","intencionado","0","0",1.3,1.3,5,1,"NO INFO",68,"Inferior a 80",9,"1",5.4,12.6,"2-4 m/s",11.4,0.1,"Q1","enero","2003","SW",5.69999999999993
"4831",2003150008,1.5,2003-02-16,42.941891,-9.048244,"A CoruÒa","MAZARICOS","intencionado","0","0",1.15,1.15,10,1,"NO INFO",725,"Inferior a 80",6.8,"0",2.2,11.4,"< 2 m/s",5.3,6.2,"Q1","febrero","2003","S",2.5
"4839",2003150020,1,2003-03-10,43.27369,-8.156198,"A CoruÒa","PADERNE","intencionado","0","0",1.15,1.15,5,1,"NO INFO",1212,"Inferior a 80",13.1,"0",8.5,17.7,"< 2 m/s",5.8,6.7,"Q1","marzo","2003","W",5.19999999999993
"4840",2003150025,1,2003-03-11,43.196374,-8.480679,"A CoruÒa","CERCEDA","intencionado","0","0",1.35,1.35,6,1,"NO INFO",61,"Inferior a 80",16.5,"0",13.2,19.8,"< 2 m/s",8.1,0,"Q1","marzo","2003","SW",2.29999999999995
"4843",2003150033,1,2003-03-12,43.501867,-8.287932,"A CoruÒa","FERROL","intencionado","0","0",1.2,1.2,11,3,"NO INFO",319,"Inferior a 80",15.7,"0",11,20.4,"< 2 m/s",4.7,5.2,"Q1","marzo","2003","SE",3.10000000000002
"4852",2003150059,1,2003-03-18,43.096344,-8.847286,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.13,1.13,7,1,"NO INFO",967,"Inferior a 80",14.1,"0",8.8,19.4,"2-4 m/s",7.5,9.3,"Q1","marzo","2003","N",2
"4859",2003150083,2,2003-03-19,42.893585,-8.895308,"A CoruÒa","OUTES","intencionado","0","0",2.4,2.4,8,3,"NO INFO",4513,"Inferior a 80",12.2,"0",6.7,17.8,"4-6 m/s",11.1,10,"Q1","marzo","2003","NE",3.69999999999993
"4860",2003150086,1.5,2003-03-19,42.550215,-9.015749,"A CoruÒa","RIBEIRA","causa desconocida","0","0",0.2,0.2,11,1,"NO INFO",729,"Inferior a 80",12.2,"0",6.7,17.8,"4-6 m/s",11.1,10,"Q1","marzo","2003","NE",3.69999999999993
"4863",2003150094,2,2003-03-19,42.917476,-9.082862,"A CoruÒa","MAZARICOS","intencionado","0","0",2.35,2.35,9,1,"NO INFO",4092,"Inferior a 80",12.2,"0",6.7,17.8,"4-6 m/s",11.1,10,"Q1","marzo","2003","NE",3.69999999999993
